,Unnamed: 0,Tweet_text,emotion
227,227,#hillary board #walmart 6 years said nothing support workers... #berniesanders #bernie,disgust
228,228,#incomeinequality extend #retirement. interesting statistics impact #equalpay,joy
229,229,thanks time platform issue day: equal pay: impact lifetime,disgust
230,230,pay gap one talks,joy
231,231,future,joy
232,232,pitch: value?,sadness
233,233,great see #equalpay bill impact! let's pass #ab1676 ncamposassembly equalrightsadv,guilt
234,234,economic impact equal pay state,sadness
235,235,economic impact equal pay us,sadness
236,236,institute women\xe2\x80\x99s policy research (ipwr): economic impact equal pay state,joy
237,237,live right now! top business attorney jeff kravitz discusses impact equal work equal pay act and...,sadness
238,238,drameljayne hepworthclare franceshinde sorry though,joy
239,239,"impact pay discrimination follow people careers, says nwlc\'s emily",joy
240,240,let's finally ensure equal pay equal work women would impact women color all.,disgust
241,241,pure horseshit! end stealing,sadness
242,242,"clinton hits stride contrasting sanders\' socialist ""theory"" progress across society - nevada now:",sadness
243,243,change overtime rules work impact you? know rights. #hbcu #equalpay,sadness
244,244,"50th_president women's rights are
 abortion & equal pay - impact every aspect",sadness
245,245,new california law impact equal pay: employers thought equal pay laws tough,sadness
246,246,feminist_tinder wonder realize fetishization objectification impact likelihood equal pay & job,sadness
247,247,astonishing impact also women would add equal pay economy.,sadness
248,248,economic impact nearly 8 billion hours service 63 million american volunteers astonishing:,disgust
249,249,could huge impact women workforce: eeoc wants firms reveal pay data,joy
250,250,wondering impact equal pay diversity? share thoughts.,anger
251,251,missouri legislature discussed bill create equal pay commission study impact wage gap.,joy
252,252,could significant impact economy - women huge consumers goods country#equalpay,disgust
253,253,ronwyden yes equal pay would create 4 women &,disgust
254,254,#uk2 close the#gender pay gap deserve#equalpay impact broad&wide&affects us,disgust
255,255,obama's latest #equalpay push means,sadness
256,256,would company reported pay info positively impact gaps create new inequities? #equalpay,joy
257,257,"essay day: ""the impact inequality"" richard g. wilkinson #equalpay",disgust
258,258,tweet impact #equalpay,joy
259,259,rt good news: we're taking new steps advance #equalpay women \xe2\x86\x92,disgust
260,260,berniesanders fight equal pay! raise minimum wage living,sadness
261,261,impact new legislation around equal pay work equal value? find breakfasts,sadness
262,262,women likely graduate college yet earn less. fixate millennials #equalpay greater impact?,sadness
263,263,truths empower millennial leaders via,sadness
264,264,compromise agreements ~ impact equal pay claims via,sadness
265,265,#demdebate far: addiction,disgust
266,266,watch asda employees equal pay claims . impact significant private sector #employers #employees,joy
267,267,wwla last night talking #equalpay bill impact women,guilt
268,268,_janetking impact clear statements reproductive rights equal pay far exceeds 'harm' jokes might,sadness
269,269,_janetking - oh come,guilt
270,270,#impact #women #workforce & #equal #pay needed bridge #gendergap,sadness
271,271,"#equalpay & culture overwork ""women\'s issues."" impact & harm everyone. q&a",disgust
272,272,california's equal pay act impact hollywood?...,sadness
273,273,new laws wide-ranging impact life california: renewable,disgust
274,274,california's brand new equal pay law sb 358 impact hollywood pay gap,sadness
275,275,2016 hours away flaiv focused future...making positive,sadness
276,276,\xe2\x80\xa6\nhow cities impact federal law taking stance across,joy
277,277,much impact 2016 budget equal pay case,sadness
278,278,'special case' ves impact equal pay distribution workforce particular,disgust
279,279,forget fiddling super rules help,sadness
280,280,jaredleto speaks equal pay & big impact small films #loscabosfilmfestival #loscabos4,disgust
281,281,paullewismoney 6ys extra,guilt
282,282,education impact #equalpay? \nwhat's #wagegap woc? \nwhat policies help?\n\nfor faqs &,sadness
283,283,can't believe we're still fight equal pay 21st century! let's make big impact today & men help,disgust
284,284,today equal pay day means women working free end year. impact 14% gender pay gap. think i'll go back home,disgust
285,285,big week done,guilt
286,286,"kathleenedavis fastcompany lydiabreakfast best way make impact 4 women 2 use buying power
 2 support companies equal",sadness
287,287,see & see women's impact influence debate within families. share stories & see change #equalpay,guilt
288,288,men tend talk politics often women likely say enjoy,guilt
289,289,start actually talking issues impact middle class economy? #equalpay #paidleave #raisethewage name,sadness
290,290,california's new pay law impact #paygap across country #equalpay,sadness
291,291,almostconvinced interesting issue this. ee code good practice may impact. equal pay work equal value.,sadness
292,292,"#behavioraleconomics & incentives_ impact equal pay norm optimal design incentive contract
",sadness
293,293,california's equal pay act impact hollywood?,sadness
294,294,businesses preparing flee california new equal pay law... hollywood fears impact movie stars...,sadness
295,295,sanajo air gave great,guilt
296,296,equal pay fairness impact bottom line? find,sadness
297,297,johnmcdonnellmp promising focus women economy & impact austerity them. need #equalpay need,disgust
298,298,nice see kind thing monetary impact.,disgust
299,299,,disgust
300,300,#height bias may unconscious huge impact qualified workers,joy
301,301,"definitely
 gonna keep fighting woman equal pay respect autonomy because
 direct impact",sadness
302,302,rnao: nurses worried impact precarious work people's health. equal pay & conditions part-timers,disgust
303,303,steuercarla article people fleeing war asking equal pay equal,sadness
304,304,chart shows equal pay act immediate impact women\xe2\x80\x99s full-time pay:,sadness
305,305,pmarca explains women don't get equal,sadness
306,306,v2drop hillaryclinton get equal,sadness
307,307,"looking 4ward 2 chairing event parliament next wednesday
 impact dagenham ford women equal pay britain",disgust
308,308,#equalpay day prompt consider unconscious bias use,joy
309,309,karimpalant alicharlo leabenne sowadally evidence impact equal pay & immigration economic success,sadness
310,310,wage gap impact women color ask?#womensequalityday #stillnotequal #equalpay #shevotes #equality95,sadness
311,311,think impact equal pay families. #equalpayawardsywca dedicated you!,disgust
312,312,1.5 hours in. still 0 mention issues really impact working,sadness
313,313,much #gopdebate thus far everything issues impact families daily...childcare,disgust
314,314,equal pay challenge: impact fashion sector -,sadness
315,315,#blackwomenequalpay day recognizes race gender impact wage gap via,disgust
316,316,"snodlogic business woman. concentrate areas you
 camera
 make social impact. high",disgust
317,317,really glad i've joined wi. idea much impact equal pay women,anger
318,318,social impact made? equal pay? took stand nasty fans indian wells tournament,sadness
319,319,get it. rt th1rty: deeznuts it's different kobe bryant tom,sadness
320,320,earning 20% less huge impact women's retirement nest,sadness
321,321,we\'re tired record labels petit bourgeois institutions don\'t really much impact #equalpay,sadness
322,322,start national campaign refusing watch men's national team demanding equal pay could impact,sadness
323,323,payscale shares insight house bill 1646 equal pay act's impact salary practices,sadness
324,324,"#equalpay debate. government
 minister boasting review emp tribunal fees. pointed know impact. 68% less",sadness
325,325,listening powerful testimony,disgust
326,326,#brightidea 11 official equal pay reporting starting nationally goal global impact,sadness
327,327,compromise agreements ~ impact equal pay claims via,sadness
328,328,mind equal pay gap... ed stacey discusses potential impact new,disgust
329,329,many poverty women single parent households. equal,sadness
330,330,"wizdom4you fair trade equal pay??? serves impact already economically marginals
 groups = big problem made",sadness
331,331,eliavasays impact,joy
332,332,seen 'made dagenham' inspiring. 1 fairness & equal pay (seem obvious now). 2 impact anyone could,sadness
333,333,sueashtiany single biggest impact women's pay minimum wage equal pay,sadness
334,334,repdonnaedwards talking,guilt
335,335,"avilarenata afford say that. it's like equal pay would much impact example
 priest payroll",disgust
336,336,discussing #nyequalpaybill crucial 2 think impact single mothers & racially diverse working,disgust
337,337,company makes social #impact,disgust
338,338,towerswatson: changes #equalpay regulations could large impact organisations. article could help\xe2\x80\xa6,joy
339,339,way,guilt
340,340,women workforce heads,joy
341,341,women make 78 cents every dollar men,fear
342,342,1 5 american children food,sadness
343,343,obama declares equal pay,disgust
344,344,nancypelosi reminds audience #equalpay low pay negative impact social security,joy
345,345,equal pay workplace,sadness
346,346,today equal pay day \xe2\x80\x93 find important topic impact,disgust
347,347,lilygriego shares,disgust
348,348,q2: wage gap\xe2\x80\x99s impact black,disgust
349,349,7 absurd things could impact #genderwagegap obvious,anger
350,350,simon deakin research assesses impact equal pay,joy
351,351,simon deakin assesses impact equal pay litigation & determines may potent agent social change:,joy
352,352,mrrbourne k_niemietz really? think race relations act/equal pay act,sadness
353,353,fishsports xxgiroux28xx restructuring money equal pay cut. however negatively impact cap,joy
354,354,,sadness
355,355,women men,guilt
356,356,#iwd2015 thinking dire impact employment tribunal fees struggle equal,joy
357,357,women tell impact,disgust
358,358,working story impact remarks made oscars impact equal,joy
359,359,hollywood stars use #oscars2015 stage platform - advocate issues like equal pay & #suicide. local impact:,joy
360,360,go ahead magically raise minimum wage. negative impact business.\n-no business leader,sadness
361,361,#equalpay #equalpayforwomen also applies midwives! reports midwives\xe2\x80\x99 salaries among lowest despite huge,guilt
362,362,,fear
363,363,steaknstiffarms i\xe2\x80\x99m favor equal pay it\xe2\x80\x99s dumb pretend impact maternity leave business isn\xe2\x80\x99t,sadness
364,364,morningmika led movement #knowyourvalue another approach equal pay women... media hype potential,sadness
365,365,negative impact equal pay act?,joy
366,366,news new hampshire employers: find changes state's equal pay law may impact business:,joy
